Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Global_Test_Loss,Global_Test_Acc,Global_Test_F1,Global_Eval_Time_Sec,Local_Test_Loss,Local_Test_Acc,Local_Test_F1,Local_Eval_Time_Sec,Learning_Rate,Epoch_Time_Sec,Is_Best
1,0.132921,95.2245,0.071088,98.6178,0.067849,98.9286,0.989322,4.09,N/A,N/A,N/A,N/A,0.00100000,146.21,Yes
2,0.022706,99.1667,0.031852,99.5893,0.035870,99.4544,0.994541,4.10,N/A,N/A,N/A,N/A,0.00050050,142.92,Yes
